Contract_number	Client_class
130711-123302	3.0
130711-122937	2.0
130720-091447	4.0
130711-121350	4.0
130711-135842	4.0
130711-140011	2.0
130727-103052	2.0
130711-144112	4.0
130719-160205	4.0
130728-143659	4.0
130711-152749	4.0
130711-150204	4.0
130714-144951	4.0
130718-103115	4.0
130711-155940	2.0
130711-163313	4.0
130711-164558	4.0
130711-164609	2.0
130711-172147	2.0
130725-163214	2.0
130711-111123	3.0
130711-110844	4.0
130711-110302	4.0
130729-100828	2.0
130711-121806	4.0
130711-115555	3.0
130723-093758	3.0
130711-121612	4.0
130711-144945	4.0
130711-164452	3.0
130711-132754	2.0
130711-150159	2.0
130731-091035	2.0
130711-175448	3.0
130728-123232	2.0
130712-101035	2.0
130727-101753	2.0
130712-095453	4.0
130712-105058	2.0
130712-123540	2.0
130712-132654	2.0
130712-161725	2.0
130712-171342	4.0
130719-131146	4.0
130712-181118	2.0
130728-111653	4.0
130712-182538	2.0
130712-094854	4.0
130722-155134	4.0
130712-112314	2.0
130712-111609	2.0
130712-165932	4.0
130712-110800	4.0
130719-103317	4.0
130712-131740	4.0
130712-142343	4.0
130712-163059	1.0
130712-164317	2.0
130712-144357	4.0
130722-170640	4.0
130723-161214	4.0
130726-173010	4.0
130712-095425	1.0
130712-123057	4.0
130712-170907	4.0
130712-181735	2.0
130726-181153	4.0
130712-102020	4.0
130712-105959	4.0
130712-102521	4.0
130712-140905	2.0
130712-142400	3.0
130712-173420	2.0
130723-121648	3.0
130712-154815	3.0
130712-163735	2.0
130712-182307	4.0
130712-172648	4.0
130712-092653	2.0
130727-102424	2.0
130712-102439	2.0
130720-124712	2.0
130731-144657	2.0
130712-153149	4.0
130712-171405	4.0
130728-131653	4.0
130712-173029	4.0
130712-184333	4.0
130715-182632	4.0
130712-185304	4.0
130712-173034	4.0
130712-151147	3.0
130712-185518	4.0
130712-161154	2.0
130727-101535	3.0
130712-162814	4.0
130712-135512	4.0
130712-110924	4.0
130712-101006	2.0
130723-095714	4.0
130712-102003	2.0
130727-160219	4.0
130712-111300	4.0
130712-125431	3.0
130712-184933	4.0
130712-110910	2.0
130712-104015	4.0
130712-111728	4.0
130725-113845	4.0
130712-114556	4.0
130712-115407	2.0
130723-183541	4.0
130712-125052	2.0
130712-132524	4.0
130712-152942	4.0
130712-143405	4.0
130721-120524	4.0
130712-145436	4.0
130712-150929	4.0
130712-184608	3.0
130712-095402	4.0
130712-102152	4.0
130712-102839	2.0
130712-130153	2.0
130727-092057	2.0
130712-142515	4.0
130712-161839	4.0
130712-165210	2.0
130712-171426	4.0
130712-184320	2.0
130712-175946	1.0
130724-150031	2.0
130712-112923	4.0
130712-114836	4.0
130727-154122	4.0
130713-102006	1.0
130713-103237	2.0
130713-120922	4.0
130713-163830	4.0
130725-135057	4.0
130713-103241	4.0
130725-145042	4.0
130713-121822	4.0
130729-143412	4.0
130713-140503	2.0
130720-111406	3.0
130713-141242	2.0
130713-150137	4.0
130713-153634	2.0
130713-154343	4.0
130713-154058	2.0
130713-160102	4.0
130724-125428	4.0
130713-163632	2.0
130713-150135	4.0
130713-104341	4.0
130713-114837	4.0
130713-130044	4.0
130713-135911	4.0
130713-140410	4.0
130713-160618	4.0
130713-154138	2.0
130713-103931	2.0
130713-123413	2.0
130726-135110	2.0
130713-105803	4.0
130713-104336	2.0
130713-113047	4.0
130713-122005	4.0
130713-124146	4.0
130713-132652	2.0
130713-154908	4.0
130713-162443	4.0
130713-114514	3.0
130713-113426	2.0
130721-120621	2.0
130728-120446	2.0
130713-120339	4.0
130713-122335	3.0
130713-153115	4.0
130713-161029	2.0
130713-135952	3.0
130713-103433	4.0
130713-132900	4.0
130713-134745	2.0
130726-161943	2.0
130713-142545	4.0
130713-110319	4.0
130717-122925	4.0
130713-111956	1.0
130714-130837	2.0
130723-091209	4.0
130713-112053	4.0
130713-133257	4.0
130713-151423	4.0
130713-113545	4.0
130721-130943	4.0
130713-151405	2.0
130724-153941	4.0
130713-152824	2.0
130713-174140	3.0
130713-181024	2.0
130714-111454	4.0
130714-130825	4.0
130714-143257	2.0
130714-121837	2.0
130714-135726	4.0
130714-103007	4.0
130714-114859	3.0
130714-124102	4.0
130714-135528	2.0
130714-152356	2.0
130714-145718	4.0
130714-170107	4.0
130723-152542	4.0
130714-121231	2.0
130714-130846	3.0
130714-101116	1.0
130714-145350	3.0
130714-171216	2.0
130714-125104	4.0
130728-121549	4.0
130714-162944	4.0
130727-110842	4.0
130714-130024	4.0
130714-130738	2.0
130714-153451	4.0
130714-163402	2.0
130714-172129	1.0
130714-123417	4.0
130714-163839	4.0
130730-160340	4.0
130714-105058	2.0
130714-123504	2.0
130714-151449	3.0
130714-103355	3.0
130714-101855	1.0
130714-142556	2.0
130714-163247	2.0
130715-144948	3.0
130715-175331	3.0
130719-190053	3.0
130715-100915	2.0
130715-105143	1.0
130715-133249	4.0
130715-142915	4.0
130715-153418	3.0
130728-131735	2.0
130715-120727	2.0
130715-143149	2.0
130715-151213	4.0
130715-163741	2.0
130715-150447	4.0
130715-181803	4.0
130715-183145	4.0
130715-195054	4.0
130715-115630	2.0
130715-141121	4.0
130715-125518	4.0
130715-101051	2.0
130715-100137	4.0
130715-095954	3.0
130715-140211	2.0
130715-144756	4.0
130715-154819	2.0
130715-132521	4.0
130715-100926	2.0
130715-095338	4.0
130715-095926	1.0
130722-100708	4.0
130715-123137	3.0
130715-140233	4.0
130715-140855	4.0
130728-112200	4.0
130715-122425	3.0
130715-150959	4.0
130715-160853	3.0
130715-173142	2.0
130725-155535	4.0
130715-174208	4.0
130715-174038	3.0
130715-183931	2.0
130715-173342	2.0
130723-120253	2.0
130715-180912	2.0
130715-180648	4.0
130727-165121	4.0
130715-104108	4.0
130715-124804	2.0
130715-151900	4.0
130715-161648	4.0
130720-134238	4.0
130715-155056	4.0
130715-182427	1.0
130715-132059	2.0
130715-172651	2.0
130715-144323	4.0
130728-123552	4.0
130715-153303	4.0
130715-175407	4.0
130715-191404	4.0
130715-135602	4.0
130715-152906	4.0
130715-104801	3.0
130715-174544	4.0
130715-173133	2.0
130715-115116	2.0
130715-105115	4.0
130715-102810	3.0
130715-104046	4.0
130715-111936	2.0
130715-115015	4.0
130715-120643	1.0
130715-105929	3.0
130715-123602	2.0
130724-092631	2.0
130715-145558	4.0
130715-150049	3.0
130715-155405	3.0
130715-153835	4.0
130715-165148	2.0
130715-172850	4.0
130723-102037	4.0
130715-150208	3.0
130715-104942	2.0
130715-115659	4.0
130715-120058	4.0
130715-162241	2.0
130715-163659	4.0
130715-171217	4.0
130715-171650	3.0
130715-182836	4.0
130722-180202	4.0
130715-175056	2.0
130723-170044	3.0
130715-194312	3.0
130715-150848	3.0
130715-095319	1.0
130715-104811	4.0
130715-105256	2.0
130715-111851	4.0
130715-115322	3.0
130715-122315	4.0
130715-134410	4.0
130715-125846	2.0
130715-132452	4.0
130715-132651	2.0
130715-132830	4.0
130715-140942	4.0
130715-145535	4.0
130715-151252	2.0
130715-124006	4.0
130715-160256	3.0
130715-175612	4.0
130716-140217	4.0
130716-085104	4.0
130716-093803	3.0
130716-104703	4.0
130716-132211	2.0
130716-133716	4.0
130716-143312	4.0
130716-153802	4.0
130716-163510	2.0
130716-174219	1.0
130716-135513	2.0
130716-114047	2.0
130716-105404	1.0
130731-104910	2.0
130716-122843	4.0
130716-134416	4.0
130716-135459	2.0
130724-121125	4.0
130716-142823	1.0
130716-143736	4.0
130716-144713	4.0
130716-142217	2.0
130716-163709	2.0
130716-160945	4.0
130716-171434	4.0
130716-105113	4.0
130716-115739	3.0
130716-120748	2.0
130716-154501	2.0
130716-140149	2.0
130722-180621	2.0
130716-182217	4.0
130716-135954	4.0
130716-101140	2.0
130716-104932	4.0
130716-102846	4.0
130716-162859	4.0
130716-112412	2.0
130716-112246	2.0
130716-124753	2.0
130723-152016	4.0
130716-154638	4.0
130716-165758	3.0
130716-184148	4.0
130716-173451	2.0
130726-163243	3.0
130716-181055	2.0
130716-190340	2.0
130716-124504	3.0
130716-124340	2.0
130716-165116	4.0
130716-113209	1.0
130716-132846	4.0
130716-142534	4.0
130716-141056	2.0
130716-095759	2.0
130716-104915	1.0
130716-144531	4.0
130716-115858	4.0
130716-162419	4.0
130716-180958	2.0
130716-180013	4.0
130716-142309	2.0
130716-102746	2.0
130716-115141	3.0
130716-121207	4.0
130716-131759	4.0
130716-143642	2.0
130727-135708	2.0
130716-160834	4.0
130716-174844	3.0
130716-102301	4.0
130728-111238	3.0
130716-105320	2.0
130716-105703	2.0
130723-141423	4.0
130729-092234	4.0
130716-112524	4.0
130726-113556	4.0
130716-122618	3.0
130716-131450	4.0
130716-140942	4.0
130716-153936	1.0
130724-163501	1.0
130716-133200	4.0
130716-173552	4.0
130730-111733	4.0
130716-190318	4.0
130716-162219	1.0
130717-124036	2.0
130717-152322	2.0
130731-115734	2.0
130717-110221	1.0
130717-102316	2.0
130717-104143	4.0
130717-121000	2.0
130717-110431	2.0
130730-173827	2.0
130717-112441	4.0
130717-120732	1.0
130717-131856	4.0
130730-115531	4.0
130717-142803	2.0
130717-152909	4.0
130717-153217	3.0
130717-153113	4.0
130730-121346	4.0
130717-165114	4.0
130717-163038	4.0
130717-123015	3.0
130717-112054	2.0
130717-113850	4.0
130717-124236	2.0
130717-110542	2.0
130717-113210	4.0
130717-113204	1.0
130717-133547	4.0
130717-151753	4.0
130731-160007	4.0
130717-152942	2.0
130717-162835	4.0
130717-181116	4.0
130717-190926	4.0
130717-161931	3.0
130717-104928	2.0
130717-180116	4.0
130717-112105	1.0
130717-115822	2.0
130717-115852	4.0
130717-135419	4.0
130717-105241	2.0
130726-093813	1.0
130717-122447	4.0
130717-124724	2.0
130717-144409	4.0
130717-182502	4.0
130717-163525	4.0
130717-174443	1.0
130731-174344	3.0
130717-183702	4.0
130717-181935	1.0
130717-160358	2.0
130724-104032	4.0
130717-173332	4.0
130717-102439	4.0
130717-100020	4.0
130717-104949	4.0
130717-110247	2.0
130717-111633	2.0
130717-114423	3.0
130717-115333	2.0
130726-114845	2.0
130717-123502	4.0
130717-121615	1.0
130717-140707	4.0
130717-140530	4.0
130717-144639	2.0
130717-144930	4.0
130717-170057	2.0
130729-161522	2.0
130717-181454	2.0
130717-180701	4.0
130717-131351	4.0
130717-162559	2.0
130717-175207	2.0
130717-170128	4.0
130717-093538	2.0
130717-095234	4.0
130717-151731	1.0
130717-154843	3.0
130717-164752	4.0
130717-172649	4.0
130717-184921	2.0
130730-154508	2.0
130717-105203	1.0
130723-164254	3.0
130728-151249	2.0
130717-110152	2.0
130725-130236	4.0
130717-113216	2.0
130717-113740	4.0
130717-114042	4.0
130717-115019	2.0
130717-131832	3.0
130717-132102	2.0
130717-132400	4.0
130730-115348	4.0
130717-153408	4.0
130717-173228	2.0
130717-190245	4.0
130717-173449	4.0
130717-132829	1.0
130723-104041	2.0
130717-114503	4.0
130717-120058	4.0
130717-124438	4.0
130717-131547	2.0
130717-103401	3.0
130730-125357	4.0
130717-151632	4.0
130717-183753	2.0
130717-180826	4.0
130720-163839	4.0
130717-184143	4.0
130720-104955	4.0
130717-150120	4.0
130725-144314	4.0
130717-164712	2.0
130717-184048	1.0
130723-124508	2.0
130717-190816	4.0
130717-102601	2.0
130717-101728	4.0
130717-181428	2.0
130717-124039	4.0
130717-122531	4.0
130718-101004	4.0
130718-183353	4.0
130718-112646	4.0
130718-112230	4.0
130718-140531	4.0
130718-141430	4.0
130718-164126	4.0
130722-104341	4.0
130718-165022	2.0
130718-165426	2.0
130718-180747	4.0
130718-172730	2.0
130718-111256	4.0
130718-115347	3.0
130718-120933	4.0
130718-131512	4.0
130730-153545	4.0
130718-162240	1.0
130718-172422	1.0
130722-104159	1.0
130718-182700	4.0
130718-143124	4.0
130718-103135	3.0
130718-101730	4.0
130718-105617	2.0
130718-111442	2.0
130718-115910	2.0
130718-113943	3.0
130718-132531	3.0
130718-131903	2.0
130718-132135	4.0
130718-135052	4.0
130718-112341	4.0
130720-110024	3.0
130718-134319	3.0
130718-142156	2.0
130718-170222	2.0
130718-175502	4.0
130718-174136	1.0
130724-160910	1.0
130718-164346	4.0
130718-155221	4.0
130728-100313	4.0
130718-165741	3.0
130718-130252	4.0
130718-150025	4.0
130718-102832	3.0
130718-103543	4.0
130730-162853	4.0
130718-110037	4.0
130718-110629	4.0
130718-113003	4.0
130718-120645	3.0
130718-122611	4.0
130718-121058	2.0
130718-132730	2.0
130718-134550	1.0
130718-171338	4.0
130718-161233	2.0
130718-170337	3.0
130718-140113	4.0
130730-114714	4.0
130718-182821	2.0
130718-142658	2.0
130718-152423	2.0
130726-161347	2.0
130718-164244	4.0
130730-134304	4.0
130718-112156	4.0
130718-174836	2.0
130722-174936	4.0
130718-150206	4.0
130718-145654	2.0
130718-102954	4.0
130718-102702	4.0
130718-122019	2.0
130718-124904	4.0
130718-162007	1.0
130718-105142	3.0
130718-143529	4.0
130718-111914	2.0
130718-134752	4.0
130718-144213	4.0
130718-142509	4.0
130718-152557	2.0
130718-171817	4.0
130718-163614	4.0
130718-164858	4.0
130718-185931	4.0
130718-101247	2.0
130718-115813	3.0
130718-112214	2.0
130718-095613	3.0
130724-174250	4.0
130718-103712	4.0
130718-111540	2.0
130718-114952	4.0
130718-115054	1.0
130718-132752	4.0
130718-142459	4.0
130718-142316	4.0
130718-170526	4.0
130718-165758	2.0
130729-120520	2.0
130718-191742	4.0
130718-145358	4.0
130719-141815	2.0
130719-172015	4.0
130719-183418	2.0
130719-184727	2.0
130719-113100	4.0
130719-105406	4.0
130719-122630	4.0
130719-121803	2.0
130719-130841	4.0
130719-134253	4.0
130719-142809	4.0
130719-155137	4.0
130719-161541	2.0
130719-163514	4.0
130719-171756	4.0
130719-105043	4.0
130719-111039	4.0
130719-121222	4.0
130719-140821	2.0
130719-113301	4.0
130719-135024	4.0
130719-111044	4.0
130721-151318	4.0
130723-195845	4.0
130719-120246	3.0
130719-180046	4.0
130719-173044	4.0
130719-103208	4.0
130719-133513	2.0
130719-132955	2.0
130719-165703	3.0
130719-185450	1.0
130719-112010	2.0
130719-183142	4.0
130722-105727	4.0
130719-175213	4.0
130719-151402	4.0
130719-130204	3.0
130719-140348	4.0
130719-145653	2.0
130719-151638	4.0
130719-103134	4.0
130719-114213	2.0
130719-114142	4.0
130719-121844	4.0
130719-133128	4.0
130719-134554	4.0
130719-132649	4.0
130719-134829	2.0
130719-142232	4.0
130719-151549	4.0
130719-153904	3.0
130719-165727	4.0
130719-192407	4.0
130728-094234	4.0
130719-190406	4.0
130729-145306	2.0
130719-154446	3.0
130719-102832	3.0
130719-141424	4.0
130719-103028	4.0
130719-141717	2.0
130719-145010	3.0
130719-144841	3.0
130719-172608	1.0
130719-171035	4.0
130719-104234	4.0
130719-102831	2.0
130719-111116	4.0
130719-120556	3.0
130719-130244	4.0
130719-135043	4.0
130719-102202	3.0
130719-102141	2.0
130719-150726	2.0
130719-150758	4.0
130719-165453	2.0
130719-171729	2.0
130719-190107	4.0
130719-174117	1.0
130719-102247	4.0
130724-114838	4.0
130719-111932	4.0
130721-135338	4.0
130719-145325	2.0
130719-121613	4.0
130719-140922	4.0
130719-160827	1.0
130731-090739	2.0
130719-163614	2.0
130719-170448	1.0
130719-172434	4.0
130719-173213	4.0
130719-172925	4.0
130719-181534	2.0
130725-175707	4.0
130720-143350	2.0
130720-143248	1.0
130720-115505	4.0
130720-110801	4.0
130720-113422	4.0
130720-133659	4.0
130720-140739	2.0
130720-130519	2.0
130720-133535	4.0
130720-123843	4.0
130720-151333	2.0
130726-162412	4.0
130720-144603	4.0
130720-180313	1.0
130720-113952	4.0
130720-162429	2.0
130720-183526	2.0
130720-125538	2.0
130720-084116	3.0
130720-104758	4.0
130720-113916	4.0
130720-125352	4.0
130720-133358	4.0
130720-162443	4.0
130720-182309	4.0
130720-133155	3.0
130728-144635	3.0
130720-191110	4.0
130720-141331	4.0
130720-095409	2.0
130720-103836	4.0
130720-120225	2.0
130727-151530	4.0
130720-120626	4.0
130720-143655	2.0
130720-111507	3.0
130720-110232	4.0
130720-120732	4.0
130720-120727	2.0
130720-163357	4.0
130720-174029	2.0
130720-185027	4.0
130720-091918	2.0
130720-100935	4.0
130720-104027	2.0
130720-114642	3.0
130720-115858	4.0
130720-121535	2.0
130725-130600	4.0
130720-143221	4.0
130720-145824	4.0
130720-154036	3.0
130720-172726	2.0
130720-184722	1.0
130720-093951	3.0
130720-095221	2.0
130728-145306	3.0
130720-112224	4.0
130720-103853	2.0
130720-122947	2.0
130720-122524	4.0
130720-162018	4.0
130720-172837	4.0
130728-132331	4.0
130720-131305	3.0
130720-130925	1.0
130720-160225	2.0
130720-152947	2.0
130720-172253	4.0
130729-094606	4.0
130721-120446	2.0
130721-130554	4.0
130721-143244	4.0
130721-164719	4.0
130721-191046	2.0
130721-133607	4.0
130721-143227	3.0
130721-150923	4.0
130721-110159	2.0
130721-142017	4.0
130721-143630	2.0
130721-160558	3.0
130730-174335	3.0
130721-172941	1.0
130721-130702	2.0
130721-112921	4.0
130721-111139	1.0
130721-113745	2.0
130721-121758	4.0
130721-133728	4.0
130721-153159	4.0
130721-154828	1.0
130726-180935	1.0
130721-143126	4.0
130721-094453	1.0
130721-110249	4.0
130721-131429	4.0
130721-185933	2.0
130721-174922	3.0
130721-132225	2.0
130721-165628	4.0
130721-105845	3.0
130721-171027	2.0
130721-184925	1.0
130721-101908	4.0
130731-172127	4.0
130722-141707	2.0
130722-113717	1.0
130722-115454	2.0
130722-130508	4.0
130722-104421	4.0
130722-155328	4.0
130722-142713	3.0
130722-142054	1.0
130722-181512	4.0
130731-152236	4.0
130722-184032	4.0
130722-095059	2.0
130722-100710	4.0
130722-102259	4.0
130722-125157	2.0
130729-113726	2.0
130722-131143	4.0
130722-130443	4.0
130722-135304	3.0
130722-134818	4.0
130722-143832	2.0
130722-154556	3.0
130722-180909	4.0
130722-190806	4.0
130728-144845	4.0
130722-183515	2.0
130722-085549	4.0
130722-103053	4.0
130722-115408	3.0
130722-115155	4.0
130731-140458	2.0
130722-100759	4.0
130722-130242	4.0
130722-131850	4.0
130722-160233	4.0
130722-185909	1.0
130722-181621	4.0
130722-192047	2.0
130722-175053	4.0
130722-102230	3.0
130722-103711	4.0
130722-114407	4.0
130722-125808	4.0
130722-132723	2.0
130722-153142	4.0
130722-154329	4.0
130722-154031	4.0
130722-164544	1.0
130722-162144	4.0
130722-165538	2.0
130722-170306	4.0
130722-174725	1.0
130722-093903	3.0
130729-125316	3.0
130722-103425	3.0
130722-133020	4.0
130722-121711	1.0
130722-133220	4.0
130722-123607	2.0
130722-135018	4.0
130722-154542	4.0
130722-133608	4.0
130722-142405	4.0
130722-140514	3.0
130722-151556	4.0
130722-171916	4.0
130722-175558	4.0
130722-181607	4.0
130722-182832	4.0
130722-155918	4.0
130722-164245	4.0
130722-140144	1.0
130722-094542	4.0
130722-121659	2.0
130722-123034	3.0
130722-141925	4.0
130722-174358	4.0
130722-174857	4.0
130722-183345	1.0
130722-191008	4.0
130722-115816	4.0
130722-105302	4.0
130722-104221	4.0
130722-115143	2.0
130722-120542	2.0
130725-104619	2.0
130722-152136	1.0
130722-160637	2.0
130722-172106	4.0
130722-190216	3.0
130722-141847	4.0
130722-102520	4.0
130722-134504	4.0
130722-122010	3.0
130722-122828	4.0
130722-124813	4.0
130722-142535	4.0
130722-142753	4.0
130722-150857	4.0
130722-152132	2.0
130722-153947	2.0
130722-165103	4.0
130722-174053	4.0
130722-173113	4.0
130722-191206	3.0
130722-172544	4.0
130723-181042	2.0
130731-143811	4.0
130723-104602	2.0
130723-111415	2.0
130728-120956	2.0
130723-112425	4.0
130723-112707	4.0
130723-121526	2.0
130723-130106	4.0
130723-172842	4.0
130723-183652	4.0
130723-133312	4.0
130723-114330	4.0
130723-141649	3.0
130723-142519	2.0
130723-153412	4.0
130723-162114	4.0
130723-161828	2.0
130723-161028	4.0
130723-163147	3.0
130723-110140	4.0
130723-115719	2.0
130723-112819	2.0
130723-111754	3.0
130723-122049	4.0
130723-133519	4.0
130723-142741	4.0
130723-105515	4.0
130723-104754	4.0
130723-152020	4.0
130723-155814	4.0
130723-161311	4.0
130723-162519	3.0
130723-181451	4.0
130723-170739	1.0
130723-094138	3.0
130723-173409	4.0
130723-101912	3.0
130723-114556	2.0
130723-114430	4.0
130723-133032	4.0
130723-134823	4.0
130723-141017	2.0
130723-142640	2.0
130723-144844	3.0
130723-180759	4.0
130723-182722	4.0
130723-194154	2.0
130731-163111	4.0
130723-123917	4.0
130723-145120	2.0
130723-102804	4.0
130723-165145	2.0
130723-115731	4.0
130723-111716	4.0
130723-115746	1.0
130723-121353	2.0
130723-135351	4.0
130723-133243	2.0
130723-152111	2.0
130723-160653	3.0
130723-170936	2.0
130723-142438	3.0
130723-141109	4.0
130723-124037	4.0
130723-151501	2.0
130723-102800	4.0
130723-111608	4.0
130723-110633	3.0
130723-122718	4.0
130723-121212	4.0
130723-133107	4.0
130723-181507	4.0
130723-140014	3.0
130723-173023	3.0
130723-162703	4.0
130723-103729	2.0
130723-104339	3.0
130723-115741	4.0
130723-125920	2.0
130723-103741	4.0
130723-133850	4.0
130723-135833	4.0
130723-142821	4.0
130723-173402	4.0
130723-155756	4.0
130723-163415	3.0
130723-170318	2.0
130723-181444	4.0
130723-183247	4.0
130723-142207	4.0
130723-102014	1.0
130723-145850	4.0
130723-124443	2.0
130723-123214	1.0
130723-124900	2.0
130723-142810	4.0
130723-142711	1.0
130731-100327	2.0
130723-142530	4.0
130723-161827	4.0
130723-162947	3.0
130724-115322	4.0
130724-121304	4.0
130724-122003	2.0
130724-123921	4.0
130724-124343	4.0
130724-135718	3.0
130724-145213	4.0
130724-163721	2.0
130724-112522	4.0
130724-114250	4.0
130724-164704	4.0
130724-134736	2.0
130724-142814	4.0
130724-155117	3.0
130724-150717	4.0
130724-152619	4.0
